family,id_clean,species,family_id,true_label,prediction,correct
Dof,GSMUA_Achr10P03030_001,Musa_acuminata,1,1,1,1
Dof,Zjn_sc00101.1.g00220.1.am.mk,Zoysia_japonica,1,1,1,1
Dof,XP_016439189.1,Nicotiana_tabacum,1,1,1,1
Dof,XP_009130518.1,Brassica_rapa,1,1,1,1
Dof,Zjn_sc00013.1.g05350.1.am.mk,Zoysia_japonica,1,1,1,1
Dof,XP_016452315.1,Nicotiana_tabacum,1,1,1,1
Dof,Bradi4g33000.1.p,Brachypodium_distachyon,1,1,1,1
Dof,RrC17973_p1,Raphanus_raphanistrum,1,1,1,1
Dof,Zmw_sc01993.1.g00030.1,Zoysia_matrella,1,1,1,1
Dof,Zmw_sc03543.1.g00030.1,Zoysia_matrella,1,1,1,1
Dof,Araip.T3G5J,Arachis_ipaensis,1,1,1,1
Dof,XP_009628724.1,Nicotiana_tomentosiformis,1,1,0,0
Dof,XP_009621202.1,Nicotiana_tomentosiformis,1,1,1,1
Dof,XP_008225286.1,Prunus_mume,1,1,0,0
Dof,Potri.011G047500.1,Populus_trichocarpa,1,1,1,1
Dof,Cotton_A_01675_BGI-A2_v1.0,Gossypium_arboreum,1,1,1,1
Dof,cra_locus_7992_iso_1,Catharanthus_roseus,1,1,1,1
Dof,Csa10g003120.1,Camelina_sativa,1,1,0,0
Dof,Thhalv10000425m,Eutrema_salsugineum,1,1,1,1
Dof,EcC048829.20,Eucalyptus_camaldulensis,1,1,1,1
Dof,OBART05G00910.1,Oryza_barthii,1,1,0,0
Dof,PGSC0003DMP400052918,Solanum_tuberosum,1,1,1,1
Dof,C.cajan_18719,Cajanus_cajan,1,1,1,1
Dof,Niben101Scf01326g00005.1,Nicotiana_benthamiana,1,1,1,1
Dof,GSBRNA2T00134216001,Brassica_napus,1,1,1,1
Dof,Araip.8S6C1,Arachis_ipaensis,1,1,1,1
Dof,Thhalv10000624m,Eutrema_salsugineum,1,1,1,1
Dof,TRAES3BF008800180CFD_t1,Triticum_aestivum,1,1,1,1
Dof,Dca30122.1,Dianthus_caryophyllus,1,1,0,0
Dof,Ote100273250021,Ocimum_tenuiflorum,1,1,1,1
Dof,Pahal.G01970.1,Panicum_hallii,1,1,0,0
Dof,CA11g04250,Capsicum_annuum,1,1,1,1
Dof,RrC24994_p1,Raphanus_raphanistrum,1,1,1,1
Dof,Glyma.13G241900.1.p,Glycine_max,1,1,0,0
Dof,Prupe.7G093900.1.p,Prunus_persica,1,1,0,0
Dof,Sme2.5_09080.1_g00001.1,Solanum_melongena,1,1,1,1
Dof,476091,Arabidopsis_lyrata,1,1,1,1
Dof,Carubv10019280m,Capsella_rubella,1,1,1,1
Dof,Aradu.N6RAF,Arachis_duranensis,1,1,1,1
Dof,Niben101Scf00482g09010.1,Nicotiana_benthamiana,1,1,1,1
Dof,Carubv10009735m,Capsella_rubella,1,1,1,1
Dof,OMERI07G12560.1,Oryza_meridionalis,1,1,1,1
Dof,Cucsa.260210.1,Cucumis_sativus,1,1,1,1
Dof,PGSC0003DMP400040516,Solanum_tuberosum,1,1,0,0
Dof,Peinf101Scf00746g02002.1,Petunia_inflata,1,1,1,1
Dof,Thhalv10027236m,Eutrema_salsugineum,1,1,1,1
Dof,Lus10014001,Linum_usitatissimum,1,1,1,1
Dof,MLOC_60907.2,Hordeum_vulgare,1,1,1,1
Dof,Aco009021.1,Ananas_comosus,1,1,1,1
Dof,PK23763.1,Cannabis_sativa,1,1,1,1
Dof,Sopen04g033150.1,Solanum_pennellii,1,1,0,0
Dof,Kalax.0868s0017.1.p,Kalanchoe_marnieriana,1,1,1,1
Dof,Jcr4S00706.50,Jatropha_curcas,1,1,1,1
Dof,ORGLA03G0119600.1,Oryza_glaberrima,1,1,1,1
Dof,Pbr007294.2,Pyrus_bretschneideri,1,1,1,1
Dof,evm_27.model.AmTr_v1.0_scaffold00080.30,Amborella_trichopoda,1,1,1,1
Dof,Sme2.5_00326.1_g00010.1,Solanum_melongena,1,1,1,1
Dof,Bostr.29223s0015.1.p,Boechera_stricta,1,1,1,1
Dof,Sp_004030_rqud.t1,Spinacia_oleracea,1,1,0,0
Dof,XP_004505012.1,Cicer_arietinum,1,1,1,1
Dof,Migut.B01894.1.p,Mimulus_guttatus,1,1,1,1
Dof,Seita.3G327800.1.p,Setaria_italica,1,1,1,1
Dof,XP_009133193.1,Brassica_rapa,1,1,1,1
Dof,Thecc1EG029918t2,Theobroma_cacao,1,1,1,1
Dof,DCAR_031326,Daucus_carota,1,1,1,1
Dof,Gorai.002G234700.1,Gossypium_raimondii,1,1,1,1
Dof,Seita.5G392800.1.p,Setaria_italica,1,1,1,1
Dof,LOC_Os04g58190.2,Oryza_sativa_subsp._japonica,1,1,1,1
Dof,MELO3C008400P1,Cucumis_melo,1,1,1,1
Dof,Ciclev10021649m,Citrus_clementina,1,1,1,1
Dof,Gorai.010G155200.1,Gossypium_raimondii,1,1,1,1
Dof,Manes.12G096300.1.p,Manihot_esculenta,1,1,1,1
Dof,OGLUM10G14340.1,Oryza_glumaepatula,1,1,1,1
Dof,Csa14g051530.1,Camelina_sativa,1,1,1,1
Dof,Zosma97g00260.1,Zostera_marina,1,1,1,1
Dof,Aradu.YZ2FS,Arachis_duranensis,1,1,1,1
Dof,Gh_D05G1527,Gossypium_hirsutum,1,1,1,1
Dof,ORGLA01G0092800.1,Oryza_glaberrima,1,1,1,1
Dof,Cagra.5134s0001.1.p,Capsella_grandiflora,1,1,1,1
Dof,C.cajan_33271,Cajanus_cajan,1,1,1,1
Dof,GSBRNA2T00017018001,Brassica_napus,1,1,1,1
Dof,484945,Arabidopsis_lyrata,1,1,1,1
Dof,Ciclev10026011m,Citrus_clementina,1,1,1,1
Dof,XP_010553790.1,Tarenaya_hassleriana,1,1,1,1
Dof,MDP0000440066,Malus_domestica,1,1,1,1
Dof,Vradi0161s00220.1,Vigna_radiata,1,1,1,1
Dof,MLOC_60907.1,Hordeum_vulgare,1,1,1,1
Dof,Medtr4g089095.1,Medicago_truncatula,1,1,0,0
Dof,SapurV1A.0032s0330.1.p,Salix_purpurea,1,1,1,1
Dof,XP_008225121.1,Prunus_mume,1,1,1,1
Dof,Cotton_A_17542_BGI-A2_v1.0,Gossypium_arboreum,1,1,1,1
Dof,WALNUT_00021656-RA,Juglans_regia,1,1,0,0
Dof,678328793,Utricularia_gibba,1,1,1,1
Dof,GSBRNA2T00121626001,Brassica_napus,1,1,1,1
Dof,Kaladp0070s0084.1.p,Kalanchoe_laxiflora,1,1,1,1
Dof,Cla000604,Citrullus_lanatus,1,1,1,1
Dof,Zosma78g00370.1,Zostera_marina,1,1,1,1
Dof,GSVIVT01002242001,Vitis_vinifera,1,1,1,1
Dof,DCAR_006979,Daucus_carota,1,1,1,1
Dof,Csa14g031920.1,Camelina_sativa,1,1,1,1
Dof,XP_016651150.1,Prunus_mume,1,1,1,1
Dof,AT1G47655.1,Arabidopsis_thaliana,1,1,0,0
Dof,Ahy021917,Arachis_hypogaea,1,1,0,0
Dof,evm.model.supercontig_104.22,Carica_papaya,1,1,1,1
Dof,PH01000309G0960,Phyllostachys_heterocycla,1,1,1,1
Dof,Carubv10009494m,Capsella_rubella,1,1,1,1
Dof,Traes_4AS_86FF10C36.1,Triticum_aestivum,1,1,1,1
Dof,Sopim03g112930.0.1,Solanum_pimpinellifolium,1,1,1,1
Dof,Tp7g19080,Thellungiella_parvula,1,1,0,0
Dof,AA60G00012,Aethionema_arabicum,1,1,1,1
Dof,KFK27847.1,Arabis_alpina,1,1,1,1
Dof,GSBRNA2T00059157001,Brassica_napus,1,1,1,1
Dof,GSMUA_Achr2P23020_001,Musa_acuminata,1,1,0,0
Dof,KHN08443.1,Glycine_soja,1,1,1,1
Dof,Traes_5BL_D934D0099.1,Triticum_aestivum,1,1,1,1
Dof,PEQU_37410,Phalaenopsis_equestris,1,1,1,1
Dof,XP_016469483.1,Nicotiana_tabacum,1,1,1,1
Dof,Itr_sc002185.1_g00005.1,Ipomoea_trifida,1,1,1,1
Dof,Zpz_sc01753.1.g00030.1.sm.mkhc,Zoysia_pacifica,1,1,1,1
Dof,Gh_D12G2396,Gossypium_hirsutum,1,1,1,1
Dof,XP_009116230.1,Brassica_rapa,1,1,1,1
Dof,ORUFI01G29160.1,Oryza_rufipogon,1,1,0,0
Dof,Peinf101Scf01732g03001.1,Petunia_inflata,1,1,0,0
Dof,Sevir.8G018500.1.p,Setaria_viridis,1,1,1,1
Dof,GSBRNA2T00022778001,Brassica_napus,1,1,1,1
Dof,Lus10001896,Linum_usitatissimum,1,1,1,1
Dof,Pbr040956.1,Pyrus_bretschneideri,1,1,1,1
Dof,Araha.19903s0001.1.p,Arabidopsis_halleri,1,1,1,1
Dof,Dca33335.1,Dianthus_caryophyllus,1,1,1,1
Dof,Glyma.15G022800.1.p,Glycine_max,1,1,1,1
Dof,Lus10029767,Linum_usitatissimum,1,1,1,1
Dof,C.cajan_25332,Cajanus_cajan,1,1,1,1
Dof,KZV24982.1,Dorcoceras_hygrometricum,1,1,1,1
Dof,29097,Selaginella_moellendorffii,1,1,1,1
Dof,Cagra.0917s0028.1.p,Capsella_grandiflora,1,1,1,1
Dof,KFK28021.1,Arabis_alpina,1,1,1,1
Dof,419294,Selaginella_moellendorffii,1,1,1,1
Dof,Gh_A07G1251,Gossypium_hirsutum,1,1,1,1
Dof,LOC_Os02g45200.3,Oryza_sativa_subsp._japonica,1,1,1,1
Dof,AT4G00940.1,Arabidopsis_thaliana,1,1,1,1
Dof,678420865,Utricularia_gibba,1,1,1,1
Dof,Manes.04G033900.2.p,Manihot_esculenta,1,1,1,1
Dof,Aco007536.1,Ananas_comosus,1,1,0,0
Dof,XP_015866302.1,Ziziphus_jujuba,1,1,1,1
Dof,Do011143.1,Dichanthelium_oligosanthes,1,1,1,1
Dof,LOC_Os02g49440.1,Oryza_sativa_subsp._japonica,1,1,1,1
Dof,CA10g08690,Capsicum_annuum,1,1,1,1
Dof,Eucgr.D00652.1.p,Eucalyptus_grandis,1,1,1,1
Dof,Vang0632s00010.1,Vigna_angularis,1,1,1,1
Dof,462922215,Eragrostis_tef,1,1,0,0
Dof,Pahal.C01069.3,Panicum_hallii,1,1,0,0
Dof,Araip.C9WC5,Arachis_ipaensis,1,1,1,1
Dof,Kalax.1025s0014.1.p,Kalanchoe_marnieriana,1,1,1,1
Dof,XP_009775304.1,Nicotiana_sylvestris,1,1,1,1
Dof,Glyma.11G140200.1.p,Glycine_max,1,1,1,1
Dof,Sobic.003G033500.1.p,Sorghum_bicolor,1,1,0,0
Dof,PH01001385G0300,Phyllostachys_heterocycla,1,1,1,1
Dof,GSVIVT01031841001,Vitis_vinifera,1,1,1,1
Dof,EPS72532.1,Genlisea_aurea,1,1,1,1
Dof,Aqcoe7G134900.2.p,Aquilegia_coerulea,1,1,1,1
Dof,Sopim00g024680.0.1,Solanum_pimpinellifolium,1,1,1,1
Dof,Sevir.5G269900.1.p,Setaria_viridis,1,1,1,1
Dof,PEQU_02573,Phalaenopsis_equestris,1,1,1,1
Dof,Tp4g28640,Thellungiella_parvula,1,1,1,1
Dof,GSBRNA2T00083997001,Brassica_napus,1,1,1,1
Dof,Cc02_g14960,Coffea_canephora,1,1,1,1
Dof,XP_011099224.1,Sesamum_indicum,1,1,1,1
Dof,Csa12g037400.1,Camelina_sativa,1,1,1,1
Dof,GSBRNA2T00108468001,Brassica_napus,1,1,1,1
Dof,Gorai.008G256800.4,Gossypium_raimondii,1,1,1,1
Dof,CCG019859.1,Populus_euphratica,1,1,1,1
Dof,Potri.005G149100.1,Populus_trichocarpa,1,1,1,1
Dof,Itr_sc000002.1_g00064.1,Ipomoea_trifida,1,1,1,1
Dof,Zpz_sc03673.1.g00020.1.am.mk,Zoysia_pacifica,1,1,1,1
Dof,MLOC_19593.1,Hordeum_vulgare,1,1,1,1
Dof,XP_009587069.1,Nicotiana_tomentosiformis,1,1,1,1
Dof,MLOC_20442.2,Hordeum_vulgare,1,1,1,1
Dof,Aqcoe7G134900.1.p,Aquilegia_coerulea,1,1,1,1
Dof,Vun001910,Vigna_unguiculata,1,1,1,1
Dof,GRMZM2G135703_P01,Zea_mays,1,1,1,1
Dof,Csa05g038090.1,Camelina_sativa,1,1,1,1
Dof,CCG011610.1,Populus_euphratica,1,1,1,1
Dof,XP_010924920.1,Elaeis_guineensis,1,1,1,1
Dof,XP_009142429.1,Brassica_rapa,1,1,1,1
Dof,Solyc03g121400.1.1,Solanum_lycopersicum,1,1,1,1
Dof,MDP0000397984,Malus_domestica,1,1,1,1
Dof,KHN01870.1,Glycine_soja,1,1,0,0
Dof,SMil_00013240-RA_Salv,Salvia_miltiorrhiza,1,1,0,0
Dof,Bostr.18473s0372.1.p,Boechera_stricta,1,1,1,1
Dof,Solyc02g090310.1.1,Solanum_lycopersicum,1,2,0,0
Dof,XP_009800265.1,Nicotiana_sylvestris,1,2,2,1
Dof,Zmw_sc02748.1.g00060.1,Zoysia_matrella,1,2,2,1
Dof,Bradi2g55980.1.p,Brachypodium_distachyon,1,2,2,1
Dof,XP_009774295.1,Nicotiana_sylvestris,1,2,2,1
Dof,EcC055202.130,Eucalyptus_camaldulensis,1,2,2,1
Dof,Pp3c26_1490V3.2.p,Physcomitrella_patens,1,2,2,1
Dof,Vradi04g02150.1,Vigna_radiata,1,2,2,1
Dof,PGSC0003DMP400055798,Solanum_tuberosum,1,2,2,1
Dof,Traes_4AS_E20BDE652.1,Triticum_aestivum,1,2,2,1
Dof,Pbr033924.1,Pyrus_bretschneideri,1,2,2,1
Dof,CA06g24550,Capsicum_annuum,1,2,2,1
Dof,Eucgr.K00405.2.p,Eucalyptus_grandis,1,2,2,1
Dof,Zjn_sc00101.1.g00230.1.am.mk,Zoysia_japonica,1,2,2,1
Dof,Araha.12732s0027.1.p,Arabidopsis_halleri,1,2,2,1
Dof,XP_008234696.1,Prunus_mume,1,2,2,1
Dof,XP_009758434.1,Nicotiana_sylvestris,1,2,2,1
Dof,Sevir.8G184900.1.p,Setaria_viridis,1,2,2,1
Dof,Gorai.011G029200.2,Gossypium_raimondii,1,2,2,1
Dof,Zpz_sc00580.1.g00150.1.sm.mk,Zoysia_pacifica,1,2,2,1
Dof,Zpz_sc00001.1.g01650.1.am.mk,Zoysia_pacifica,1,2,2,1
Dof,Peinf101Scf04950g00002.1,Petunia_inflata,1,2,2,1
Dof,XP_009765174.1,Nicotiana_sylvestris,1,2,0,0
Dof,LPERR06G09630.1,Leersia_perrieri,1,2,2,1
Dof,Rsa1.0_07474.1_g00001.1,Raphanus_sativus,1,2,2,1
Dof,GSBRNA2T00155389001,Brassica_napus,1,2,2,1
Dof,RrC5481_p1,Raphanus_raphanistrum,1,2,2,1
Dof,Kalax.0047s0015.1.p,Kalanchoe_marnieriana,1,2,2,1
Dof,XP_013604931.1,Brassica_oleracea,1,2,2,1
Dof,Thhalv10004632m,Eutrema_salsugineum,1,2,2,1
Dof,Zpz_sc00015.1.g00460.1.am.mk,Zoysia_pacifica,1,2,2,1
Dof,DCAR_026660,Daucus_carota,1,2,2,1
Dof,orange1.1g024229m,Citrus_sinensis,1,2,0,0
Dof,Pavir.3KG359300.1.p,Panicum_virgatum,1,2,2,1
Dof,Lus10010113,Linum_usitatissimum,1,2,0,0
Dof,Gh_D02G0928,Gossypium_hirsutum,1,2,2,1
Dof,Zosma68g00310.1,Zostera_marina,1,2,2,1
Dof,Pp3c26_1490V3.1.p,Physcomitrella_patens,1,2,2,1
Dof,XP_009788291.1,Nicotiana_sylvestris,1,2,2,1
Dof,Vang0255s00050.1,Vigna_angularis,1,2,2,1
Dof,678370354,Utricularia_gibba,1,2,2,1
Dof,CA03g26920,Capsicum_annuum,1,2,2,1
Dof,AT3G50410.1,Arabidopsis_thaliana,1,2,2,1
Dof,Sopim11g072500.0.1,Solanum_pimpinellifolium,1,2,2,1
Dof,Cucsa.046290.1,Cucumis_sativus,1,2,2,1
Dof,Peaxi162Scf00087g02224.1,Petunia_axillaris,1,2,2,1
Dof,OGLUM05G19100.1,Oryza_glumaepatula,1,2,2,1
Dof,C.cajan_21182,Cajanus_cajan,1,2,2,1
Dof,Spipo0G0052100,Spirodela_polyrhiza,1,2,0,0
Dof,Niben101Scf06127g01010.1,Nicotiana_benthamiana,1,2,2,1
Dof,GSBRNA2T00122195001,Brassica_napus,1,2,2,1
Dof,Gh_D02G0722,Gossypium_hirsutum,1,2,2,1
Dof,Pp3c14_24190V3.2.p,Physcomitrella_patens,1,2,2,1
Dof,Itr_sc002031.1_g00002.1,Ipomoea_trifida,1,2,2,1
Dof,GSVIVT01007992001,Vitis_vinifera,1,2,2,1
Dof,KFK36649.1,Arabis_alpina,1,2,2,1
Dof,Potri.005G188900.1,Populus_trichocarpa,1,2,2,1
Dof,LPERR05G14290.1,Leersia_perrieri,1,2,2,1
Dof,Kaladp0863s0030.1.p,Kalanchoe_laxiflora,1,2,2,1
Dof,Zpz_sc00060.1.g00790.1.sm.mkhc,Zoysia_pacifica,1,2,2,1
Dof,Zpz_sc00187.1.g00230.1.am.mk,Zoysia_pacifica,1,2,2,1
Dof,676749906,Sisymbrium_irio,1,2,2,1
Dof,Aco010532.1,Ananas_comosus,1,2,2,1
Dof,XP_015890959.1,Ziziphus_jujuba,1,2,2,1
Dof,Cotton_A_30115_BGI-A2_v1.0,Gossypium_arboreum,1,2,2,1
Dof,GRMZM2G394941_P01,Zea_mays,1,2,2,1
Dof,Tp57577_TGAC_v2_mRNA29781,Trifolium_pratense,1,2,0,0
Dof,Aan019191,Artemisia_annua,1,2,2,1
Dof,SapurV1A.0868s0040.1.p,Salix_purpurea,1,2,2,1
Dof,LPERR05G00880.1,Leersia_perrieri,1,2,2,1
Dof,Vradi04g08830.1,Vigna_radiata,1,2,2,1
Dof,DCAR_006497,Daucus_carota,1,2,2,1
Dof,SapurV1A.0013s0150.4.p,Salix_purpurea,1,3,3,1
Dof,Gh_A12G2154,Gossypium_hirsutum,1,3,0,0
Dof,PK14794.1,Cannabis_sativa,1,3,3,1
Dof,Bostr.27991s0072.1.p,Boechera_stricta,1,3,3,1
Dof,Zmw_sc06241.1.g00030.1,Zoysia_matrella,1,3,0,0
Dof,OMERI01G11130.1,Oryza_meridionalis,1,3,3,1
Dof,Kalax.0284s0034.2.p,Kalanchoe_marnieriana,1,3,3,1
Dof,432649,Selaginella_moellendorffii,1,3,3,1
Dof,Manes.01G035000.1.p,Manihot_esculenta,1,3,3,1
Dof,XP_015867658.1,Ziziphus_jujuba,1,3,3,1
Dof,916337,Arabidopsis_lyrata,1,3,3,1
Dof,Rsa1.0_02350.1_g00004.1,Raphanus_sativus,1,3,3,1
Dof,BGIOSGA031952-PA,Oryza_sativa_subsp._indica,1,3,3,1
Dof,Carubv10017925m,Capsella_rubella,1,3,3,1
Dof,GSBRNA2T00126814001,Brassica_napus,1,3,3,1
Dof,Thecc1EG011692t1,Theobroma_cacao,1,3,3,1
Dof,PEQU_18376,Phalaenopsis_equestris,1,3,3,1
Dof,cra_locus_15024_iso_5,Catharanthus_roseus,1,3,3,1
Dof,Sopim03g115940.0.1,Solanum_pimpinellifolium,1,3,3,1
Dof,SapurV1A.0059s0180.1.p,Salix_purpurea,1,3,3,1
Dof,WALNUT_00001056-RA,Juglans_regia,1,3,3,1
Dof,Phvul.007G267600.1,Phaseolus_vulgaris,1,3,3,1
Dof,Glyma.19G257500.2.p,Glycine_max,1,3,3,1
Dof,Medtr1g115590.1,Medicago_truncatula,1,3,3,1
Dof,augustus_masked-scaffold10159-abinit-gene-0.1-mRNA-1,Castanea_mollissima,1,3,0,0
Dof,Phvul.011G064800.1,Phaseolus_vulgaris,1,3,3,1
Dof,GSMUA_Achr4P30860_001,Musa_acuminata,1,3,3,1
Dof,Do023232.1,Dichanthelium_oligosanthes,1,3,3,1
Dof,Cotton_A_11953_BGI-A2_v1.0,Gossypium_arboreum,1,3,3,1
Dof,MELO3C021646P1,Cucumis_melo,1,3,3,1
Dof,Ahy020169,Arachis_hypogaea,1,3,0,0
Dof,676781354,Sisymbrium_irio,1,3,3,1
Dof,Aan007224,Artemisia_annua,1,3,3,1
Dof,Rsa1.0_01302.1_g00008.1,Raphanus_sativus,1,3,3,1
Dof,Cotton_A_03878_BGI-A2_v1.0,Gossypium_arboreum,1,3,0,0
Dof,XP_010557306.1,Tarenaya_hassleriana,1,3,3,1
Dof,Glyma.15G075800.1.p,Glycine_max,1,3,3,1
Dof,Glyma.03G007900.1.p,Glycine_max,1,3,3,1
Dof,LOC_Os04g58190.1,Oryza_sativa_subsp._japonica,1,3,3,1
Dof,XP_009140944.1,Brassica_rapa,1,3,0,0
Dof,CCG024901.1,Populus_euphratica,1,3,3,1
Dof,Aqcoe7G349000.2.p,Aquilegia_coerulea,1,3,3,1
Dof,Gorai.006G188900.1,Gossypium_raimondii,1,3,3,1
Dof,Achn040131,Actinidia_chinensis,1,3,3,1
Dof,WALNUT_00015370-RA,Juglans_regia,1,3,3,1
Dof,DCAR_010936,Daucus_carota,1,3,3,1
Dof,29851.m002375,Ricinus_communis,1,3,3,1
Dof,GSBRNA2T00082029001,Brassica_napus,1,3,3,1
Dof,Cc08_g03320,Coffea_canephora,1,3,3,1
Dof,Pavir.J471700.1.p,Panicum_virgatum,1,3,3,1
Dof,Thecc1EG012077t1,Theobroma_cacao,1,3,3,1
Dof,Araha.30146s0002.1.p,Arabidopsis_halleri,1,3,3,1
Dof,SapurV1A.6879s0010.3.p,Salix_purpurea,1,3,3,1
Dof,XP_010088375.1,Morus_notabilis,1,3,3,1
Dof,Glyma.07G198900.2.p,Glycine_max,1,3,3,1
Dof,CCG027803.1,Populus_euphratica,1,3,3,1
Dof,PEQU_10675,Phalaenopsis_equestris,1,3,3,1
Dof,XP_010549333.1,Tarenaya_hassleriana,1,3,3,1
Dof,Zmw_sc02636.1.g00060.1,Zoysia_matrella,1,3,3,1
Dof,XP_010940065.1,Elaeis_guineensis,1,3,3,1
Dof,Csa02g073390.1,Camelina_sativa,1,3,3,1
Dof,XP_009134198.1,Brassica_rapa,1,3,3,1
Dof,Zmw_sc10309.1.g00010.1,Zoysia_matrella,1,3,3,1
Dof,XP_004488419.1,Cicer_arietinum,1,3,3,1
Dof,Zosma128g00200.1,Zostera_marina,1,3,3,1
Dof,XP_009118935.1,Brassica_rapa,1,3,0,0
Dof,Ote100228740021,Ocimum_tenuiflorum,1,3,3,1
Dof,Zjn_sc00128.1.g00870.1.am.mk,Zoysia_japonica,1,3,3,1
Dof,MELO3C002264P1,Cucumis_melo,1,3,3,1
Dof,MLOC_74620.1,Hordeum_vulgare,1,3,3,1
Dof,GSBRNA2T00126816001,Brassica_napus,1,3,3,1
Dof,403456,Selaginella_moellendorffii,1,3,3,1
Dof,Cc02_g39630,Coffea_canephora,1,3,3,1
Dof,AA31G00279,Aethionema_arabicum,1,3,3,1
Dof,XP_016448236.1,Nicotiana_tabacum,1,3,3,1
Dof,Kaladp0042s0142.1.p,Kalanchoe_laxiflora,1,3,3,1
Dof,XP_009140946.1,Brassica_rapa,1,3,3,1
Dof,Peinf101Scf01609g02014.1,Petunia_inflata,1,3,3,1
Dof,Csa14g059960.1,Camelina_sativa,1,3,3,1
Dof,orange1.1g011169m,Citrus_sinensis,1,3,3,1
Dof,Jcr4S01308.20,Jatropha_curcas,1,3,3,1
Dof,Araip.73IW9,Arachis_ipaensis,1,3,3,1
Dof,Thecc1EG015683t2,Theobroma_cacao,1,3,3,1
Dof,Peaxi162Scf00038g01316.1,Petunia_axillaris,1,3,3,1
Dof,GSBRNA2T00050377001,Brassica_napus,1,3,0,0
Dof,678374300,Utricularia_gibba,1,3,3,1
Dof,Brast08G237900.1.p,Brachypodium_stacei,1,3,3,1
